combattant,date_debut,age_debut,taille_cm,allonge_cm,poids_kg,garde,categorie_debut,cote_debut,adv1,adv1_combats_avant,adv1_pagerank,resultat_debut,methode_debut,nb_combats_total,date_dernier_combat,annee_debut,debut_propre,n_premiers,victoires_3premiers,adv3_combats_moy,adv3_pagerank_moy,adv3_nouveaux,ko_tko_3premiers,soumissions_3premiers,victoires_adv_central_3premiers,frappes_sig_moy_apres3,precision_frappes_apres3,takedowns_moy_apres3,precision_td_apres3,soumissions_tent_moy_apres3,ratio_allonge_taille,au_moins_3_combats,Y_8_combats_plus,dans_cohorte
Rinya Nakamura,2023-02-04,27,170.18,172.72,61.2,Southpaw,Bantamweight,-600.0,Toshiomi Kazama,1,,V,KO/TKO,5,2025-08-02,2023,0,3,3.0,1.3333,0.1953,1.0,1.0,0.0,0.0,3.27,0.52,2.58,0.81,1.4,1.015,1,0,0
SeungGuk Choi,2023-02-04,26,167.64,162.56,56.7,Orthodox,Flyweight,185.0,HyunSung Park,2,,D,SUB,1,2023-02-04,2023,0,1,,,,,,,,,,,,,0.97,0,0,0
HyunSung Park,2023-02-04,27,170.18,167.64,56.7,Orthodox,Flyweight,-215.0,SeungGuk Choi,2,,V,SUB,5,2025-10-18,2023,0,3,3.0,4.0,0.4993,0.0,1.0,2.0,0.0,3.38,0.41,1.5,0.31,1.8,0.985,1,0,0
Jesus Aguilar,2023-02-04,26,162.56,157.48,56.7,Orthodox,Flyweight,800.0,Tatsuro Taira,2,0.4319,D,SUB,7,2026-03-07,2023,0,3,2.0,2.3333,0.3138,0.0,1.0,1.0,0.0,1.46,0.51,1.75,0.33,1.8,0.969,1,0,0
Shannon Ross,2023-02-11,33,167.64,167.64,56.7,Switch,Flyweight,290.0,Kleydson Rodrigues,2,0.1953,D,KO/TKO,3,2023-12-09,2023,0,3,0.0,2.3333,0.1953,0.0,3.0,0.0,0.0,,,,,,1.0,1,0,0
Francisco Prado,2023-02-11,20,177.8,175.26,70.3,Orthodox,Lightweight,225.0,Jamie Mullarkey,6,0.7879,D,U-DEC,5,2025-07-19,2023,1,3,1.0,4.3333,0.5409,0.0,1.0,0.0,0.0,4.09,0.43,0.94,0.19,0.5,0.986,1,0,0
Jack Jenkins,2023-02-11,29,170.18,172.72,65.8,Switch,Featherweight,-450.0,Don Shainis,1,0.1953,V,U-DEC,6,2025-09-27,2023,0,3,2.0,2.3333,0.2368,0.0,1.0,0.0,0.0,4.83,0.6,2.12,0.69,0.0,1.015,1,0,0
Blake Bilder,2023-02-11,32,172.72,172.72,65.8,Switch,Featherweight,,Shane Young,5,0.3527,V,U-DEC,3,2024-02-03,2023,0,3,1.0,4.6667,0.331,0.0,0.0,0.0,0.0,,,,,,1.0,1,0,0
Elves Brener,2023-02-11,25,177.8,182.88,70.3,Orthodox,Lightweight,,Zubaira Tukhugov,8,1.3968,V,S-DEC,6,2025-08-02,2023,1,3,3.0,3.6667,1.3141,0.0,2.0,0.0,2.0,3.99,0.47,1.23,0.23,0.0,1.029,1,0,0
Jamal Pogues,2023-02-18,27,190.5,195.58,93.0,Orthodox,Heavyweight,-295.0,Josh Parisian,6,0.2922,V,U-DEC,4,2025-02-01,2023,0,3,2.0,2.6667,0.2922,0.0,0.0,0.0,0.0,3.57,0.46,2.0,0.46,0.0,1.027,1,0,0
Nazim Sadykhov,2023-02-18,28,177.8,175.26,70.3,Southpaw,Lightweight,-250.0,Evan Elder,1,0.1953,V,KO/TKO,5,2025-12-06,2023,0,3,3.0,3.6667,0.735,0.0,2.0,1.0,1.0,4.79,0.49,1.1,0.45,0.2,0.986,1,0,0
Khusein Askhabov,2023-02-18,28,172.72,175.26,65.8,Orthodox,Featherweight,-180.0,Jamall Emmers,4,0.2783,D,U-DEC,1,2023-02-18,2023,1,1,,,,,,,,,,,,,1.015,0,0,0
Themba Gorimbo,2023-02-18,32,185.42,195.58,77.1,Orthodox,Welterweight,290.0,AJ Fletcher,3,0.1953,D,SUB,7,2025-11-01,2023,1,3,2.0,3.6667,0.3321,0.0,1.0,1.0,0.0,3.11,0.61,4.89,0.65,0.6,1.055,1,0,0
Clayton Carpenter,2023-02-18,26,167.64,167.64,56.7,Orthodox,Flyweight,-320.0,Juancamilo Ronderos,1,0.1953,V,SUB,4,2025-10-11,2023,0,3,2.0,2.3333,0.693,0.0,0.0,2.0,0.0,3.66,0.53,1.99,0.46,1.3,1.0,1,0,0
Trevor Peek,2023-02-25,28,175.26,177.8,70.3,Switch,Lightweight,-190.0,Erick Gonzalez,2,0.1953,V,KO/TKO,5,2024-09-07,2023,0,3,2.0,0.6667,0.1953,2.0,1.0,0.0,0.0,4.58,0.54,1.82,0.53,0.0,1.014,1,0,0
Victor Martinez,2023-02-25,31,172.72,177.8,70.3,Orthodox,Lightweight,-115.0,Jordan Leavitt,6,0.7293,D,KO/TKO,2,2024-05-18,2023,0,2,,,,,,,,,,,,,1.029,0,0,0
Carl Deaton,2023-02-25,33,170.18,175.26,70.3,Orthodox,Lightweight,410.0,Joe Solecki,6,0.7978,D,SUB,2,2023-07-15,2023,1,2,,,,,,,,,,,,,1.03,0,0,0
Nurullo Aliev,2023-02-25,22,177.8,182.88,70.3,Orthodox,Lightweight,-180.0,Rafael Alves,4,0.3638,V,M-DEC,3,2025-11-22,2023,0,3,3.0,4.3333,0.6108,1.0,0.0,0.0,0.0,,,,,,1.029,1,0,0
Bo Nickal,2023-03-04,27,185.42,193.04,83.9,Southpaw,Middleweight,-1400.0,Jamie Pickett,9,0.3718,V,SUB,6,2025-11-15,2023,0,3,3.0,6.0,0.5675,1.0,1.0,2.0,0.0,2.65,0.63,3.61,0.5,3.6,1.041,1,0,0
Ian Machado Garry,2023-03-04,25,190.5,187.96,77.1,Orthodox,Welterweight,,Song Kenan,6,0.574,V,KO/TKO,8,2025-11-22,2023,0,3,3.0,15.3333,3.2507,0.0,2.0,0.0,2.0,5.5,0.55,0.77,0.55,0.3,0.987,1,1,0
Da'Mon Blackshear,2023-03-04,28,177.8,182.88,61.2,Switch,Bantamweight,330.0,Farid Basharat,1,,D,U-DEC,9,2025-07-26,2023,0,3,2.0,1.3333,,0.0,1.0,1.0,0.0,4.28,0.47,2.33,0.37,0.8,1.029,1,1,0
Farid Basharat,2023-03-04,25,172.72,180.34,61.2,Orthodox,Bantamweight,-410.0,Da'Mon Blackshear,1,,V,U-DEC,6,2026-02-07,2023,0,3,3.0,3.0,0.467,0.0,0.0,1.0,0.0,4.36,0.55,3.97,0.44,0.5,1.044,1,0,0
Esteban Ribovics,2023-03-04,26,177.8,175.26,70.3,Orthodox,Lightweight,-195.0,Loik Radzhabov,0,,D,U-DEC,6,2025-08-02,2023,0,3,2.0,4.0,0.9575,1.0,1.0,0.0,1.0,7.53,0.48,0.64,0.66,0.3,0.986,1,0,0
Loik Radzhabov,2023-03-04,32,180.34,175.26,70.3,Orthodox,Lightweight,,Esteban Ribovics,1,,V,U-DEC,4,2024-07-20,2023,1,3,2.0,1.3333,,0.0,2.0,0.0,0.0,2.89,0.44,4.65,0.57,0.0,0.972,1,0,0
Vitor Petrino,2023-03-11,25,187.96,195.58,93.0,Orthodox,Light Heavyweight,-120.0,Anton Turkalj,2,0.1953,V,U-DEC,9,2026-03-14,2023,0,3,3.0,5.0,0.3478,0.0,1.0,1.0,0.0,2.82,0.45,3.98,0.66,0.8,1.041,1,1,0
Karl Williams,2023-03-11,33,190.5,200.66,106.6,Orthodox,Heavyweight,-260.0,Lukasz Brzeski,2,0.1953,V,U-DEC,4,2024-08-10,2023,0,3,3.0,7.6667,0.3993,0.0,0.0,0.0,0.0,2.68,0.48,4.2,0.48,0.2,1.053,1,0,0
Sedriques Dumas,2023-03-11,27,187.96,200.66,83.9,Orthodox,Middleweight,-250.0,Josh Fremd,2,0.1953,D,SUB,8,2025-11-01,2023,0,3,2.0,3.3333,0.2989,0.0,0.0,1.0,0.0,2.15,0.48,1.31,0.35,0.3,1.068,1,1,0
Chris Duncan,2023-03-18,29,177.8,180.34,70.3,Orthodox,Lightweight,-110.0,Omar Morales,7,0.4336,V,S-DEC,7,2025-12-06,2023,0,3,2.0,3.6667,0.4171,0.0,0.0,1.0,0.0,4.7,0.46,3.53,0.37,0.3,1.014,1,0,0
Sam Patterson,2023-03-18,26,190.5,198.12,77.1,Orthodox,Lightweight,-290.0,Yanal Ashmouz,0,,D,KO/TKO,6,2026-03-21,2023,0,3,2.0,1.6667,0.2233,1.0,1.0,2.0,0.0,2.62,0.37,0.82,0.5,1.6,1.04,1,0,0
Yanal Ashmouz,2023-03-18,27,175.26,172.72,70.3,Orthodox,Lightweight,235.0,Sam Patterson,1,,V,KO/TKO,4,2025-06-07,2023,1,3,2.0,3.0,0.4173,0.0,1.0,0.0,0.0,2.88,0.5,3.24,0.38,0.0,0.986,1,0,0
Jafel Filho,2023-03-18,29,170.18,172.72,56.7,Orthodox,Flyweight,590.0,Muhammad Mokaev,3,0.8435,D,SUB,5,2025-10-11,2023,0,3,2.0,4.3333,0.7051,0.0,0.0,3.0,0.0,1.85,0.41,2.52,0.45,2.2,1.015,1,0,0
Gabriel Santos,2023-03-18,26,175.26,177.8,65.8,Orthodox,Featherweight,152.0,Lerone Murphy,4,1.2221,D,S-DEC,4,2025-02-08,2023,1,3,1.0,4.6667,0.6391,0.0,1.0,0.0,0.0,4.35,0.6,3.8,0.54,1.2,1.014,1,0,0
Christian Leroy Duncan,2023-03-18,27,187.96,200.66,83.9,Switch,Middleweight,-110.0,Dusko Todorovic,7,0.3482,V,KO/TKO,9,2026-03-21,2023,1,3,2.0,5.0,0.6346,0.0,2.0,0.0,0.0,4.71,0.62,0.31,0.14,0.0,1.068,1,1,0
Vinicius Salvador,2023-03-25,26,170.18,177.8,61.2,Southpaw,Flyweight,-112.0,Victor Altamirano,3,0.2507,D,U-DEC,3,2024-05-18,2023,0,3,0.0,5.3333,0.6592,0.0,1.0,0.0,0.0,,,,,,1.045,1,0,0
Gaston Bolanos,2023-04-15,30,170.18,175.26,61.2,Orthodox,Bantamweight,-190.0,Aaron Phillips,3,0.1953,V,U-DEC,4,2025-05-03,2023,1,3,2.0,2.3333,0.2488,0.0,1.0,0.0,0.0,3.28,0.49,0.66,1.0,0.0,1.03,1,0,0
Junior Tafa,2023-04-22,26,190.5,190.5,108.9,Orthodox,Heavyweight,-118.0,Mohammed Usman,1,0.3613,D,U-DEC,7,2026-01-31,2023,1,3,1.0,8.6667,0.9439,0.0,2.0,0.0,0.0,3.36,0.49,0.0,0.0,0.0,1.0,1,0,0
Fernando Padilla,2023-04-29,26,185.42,193.04,65.8,Orthodox,Featherweight,134.0,Julian Erosa,13,1.9635,V,KO/TKO,4,2024-12-14,2023,1,3,2.0,7.0,1.1209,0.0,1.0,1.0,1.0,6.48,0.42,0.0,0.0,0.8,1.041,1,0,0
Trey Waters,2023-04-29,28,195.58,195.58,77.1,Orthodox,Welterweight,200.0,Josh Quinlan,1,0.3138,V,U-DEC,3,2025-09-06,2023,0,3,2.0,2.6667,0.3194,0.0,1.0,0.0,0.0,,,,,,1.0,1,0,0
Marcus McGhee,2023-04-29,32,172.72,175.26,61.2,Orthodox,Catch Weight,138.0,Journey Newson,4,0.3337,V,SUB,5,2025-07-26,2023,1,3,3.0,3.3333,0.2554,0.0,2.0,1.0,0.0,6.06,0.48,0.46,0.33,0.5,1.015,1,0,0
Diego Lopes,2023-05-06,28,180.34,182.88,65.8,Orthodox,Featherweight,660.0,Movsar Evloev,6,1.6392,D,U-DEC,9,2026-01-31,2023,0,3,2.0,6.0,1.2292,0.0,1.0,1.0,1.0,3.24,0.55,0.33,0.25,3.7,1.014,1,1,0
Rolando Bedoya,2023-05-06,26,180.34,187.96,70.3,Orthodox,Welterweight,340.0,Khaos Williams,6,0.8781,D,S-DEC,4,2025-09-27,2023,1,3,0.0,6.6667,0.6744,0.0,0.0,0.0,0.0,6.23,0.47,0.0,0.0,0.2,1.042,1,0,0
Braxton Smith,2023-05-06,33,180.34,182.88,116.6,Orthodox,Heavyweight,148.0,Parker Porter,6,0.3952,D,KO/TKO,1,2023-05-06,2023,1,1,,,,,,,,,,,,,1.014,0,0,0
Ikram Aliskerov,2023-05-06,30,182.88,193.04,83.9,Southpaw,Middleweight,-190.0,Phil Hawes,8,1.1585,V,KO/TKO,5,2025-10-25,2023,0,3,2.0,14.3333,3.3156,0.0,3.0,0.0,2.0,6.86,0.64,3.2,0.6,0.5,1.056,1,0,0
Emily Ducote,2023-05-20,29,157.48,160.02,52.2,Orthodox,Catch Weight,116.0,Loopy Godinez,7,0.1953,D,U-DEC,1,2023-05-20,2023,0,1,,,,,,,,,,,,,1.016,0,0,0
Jesse Butler,2023-06-03,31,177.8,185.42,61.2,Orthodox,Lightweight,210.0,Jim Miller,40,4.0462,D,KO/TKO,2,2024-06-08,2023,1,2,,,,,,,,,,,,,1.043,0,0,0
Muin Gafurov,2023-06-03,27,170.18,172.72,61.2,Southpaw,Bantamweight,108.0,John Castaneda,5,0.5455,D,U-DEC,5,2026-02-07,2023,0,3,1.0,8.3333,1.4631,0.0,0.0,1.0,1.0,3.36,0.47,1.57,0.28,0.0,1.015,1,0,0
Muhammad Naimov,2023-06-03,28,175.26,177.8,65.8,Orthodox,Lightweight,360.0,Jamie Mullarkey,7,0.7879,V,KO/TKO,7,2025-12-06,2023,0,3,3.0,6.0,0.6904,0.0,2.0,0.0,1.0,3.18,0.43,1.8,0.3,0.0,1.014,1,0,0
Steve Erceg,2023-06-10,27,172.72,172.72,56.7,Orthodox,Flyweight,245.0,David Dvorak,5,0.5507,V,U-DEC,7,2025-08-09,2023,1,3,3.0,6.3333,0.7871,0.0,1.0,0.0,1.0,4.37,0.48,1.16,0.26,0.5,1.0,1,0,0
Joshua Van,2023-06-24,21,165.1,165.1,56.7,Orthodox,Flyweight,168.0,Zhalgas Zhumagulov,6,0.2507,V,S-DEC,10,2025-12-06,2023,1,3,3.0,2.3333,0.2507,1.0,1.0,0.0,0.0,8.39,0.53,1.62,0.63,0.0,1.0,1,1,0
Chepe Mariscal,2023-06-24,30,170.18,175.26,65.8,Orthodox,Lightweight,132.0,Trevor Peek,2,,V,U-DEC,6,2025-11-15,2023,1,3,3.0,2.0,0.3619,0.0,1.0,0.0,0.0,4.75,0.57,3.09,0.39,0.3,1.03,1,0,0
Nursulton Ruziboev,2023-07-01,29,195.58,193.04,77.1,Orthodox,Middleweight,,Brunno Ferreira,2,,V,KO/TKO,5,2025-05-17,2023,1,3,2.0,6.0,0.8562,0.0,2.0,0.0,0.0,2.59,0.46,0.75,0.66,0.0,0.987,1,0,0
Westin Wilson,2023-07-01,34,185.42,185.42,65.8,Southpaw,Featherweight,,Joanderson Brito,4,0.5757,D,KO/TKO,4,2025-08-23,2023,1,3,1.0,3.0,0.4515,0.0,2.0,1.0,0.0,1.57,0.31,1.57,0.16,7.9,1.0,1,0,0
Val Woodburn,2023-07-08,29,172.72,187.96,77.1,Orthodox,Middleweight,,Bo Nickal,3,,D,KO/TKO,2,2024-02-17,2023,1,2,,,,,,,,,,,,,1.088,0,0,0
Edgar Chairez,2023-07-08,27,170.18,180.34,56.7,Orthodox,Catch Weight,,Tatsuro Taira,3,0.4319,D,U-DEC,5,2026-02-28,2023,0,3,1.0,3.6667,0.344,0.0,0.0,1.0,0.0,3.65,0.45,0.0,0.0,1.3,1.06,1,0,0
Terrence Mitchell,2023-07-08,33,177.8,187.96,61.2,Orthodox,Bantamweight,460.0,Cameron Saaiman,3,0.3613,D,KO/TKO,2,2023-09-16,2023,1,2,,,,,,,,,,,,,1.057,0,0,0
Bassil Hafez,2023-07-15,31,180.34,182.88,77.1,Orthodox,Welterweight,430.0,Jack Della Maddalena,5,0.9948,D,S-DEC,3,2024-11-16,2023,1,3,1.0,6.3333,1.0136,0.0,1.0,0.0,1.0,,,,,,1.014,1,0,0
Azat Maksum,2023-07-15,28,170.18,177.8,56.7,Southpaw,Flyweight,-405.0,Tyson Nam,7,0.553,V,S-DEC,4,2025-10-25,2023,1,3,1.0,6.3333,0.7214,0.0,0.0,0.0,0.0,2.75,0.27,3.5,0.31,0.2,1.045,1,0,0
Jonny Parsons,2023-07-22,31,175.26,175.26,77.1,Orthodox,Welterweight,120.0,Danny Roberts,13,0.9993,V,KO/TKO,1,2023-07-22,2023,0,1,,,,,,,,,,,,,1.0,0,0,0
Mick Parkin,2023-07-22,27,193.04,200.66,120.2,Orthodox,Heavyweight,130.0,Jamal Pogues,3,,V,U-DEC,5,2025-03-22,2023,0,3,3.0,2.3333,0.6281,0.0,0.0,0.0,0.0,4.91,0.52,1.49,0.41,0.3,1.039,1,0,0
Daniel Barez,2023-07-22,34,167.64,167.64,56.7,Orthodox,Flyweight,-110.0,Jafel Filho,2,,D,SUB,3,2025-03-15,2023,0,3,1.0,4.0,0.493,0.0,0.0,2.0,0.0,,,,,,1.0,1,0,0
King Green,2023-07-29,36,177.8,180.34,70.3,Orthodox,Lightweight,,Tony Ferguson,21,4.7543,V,SUB,8,2026-02-28,2023,0,3,2.0,14.0,3.2911,0.0,2.0,1.0,2.0,6.43,0.53,1.23,0.39,0.3,1.014,1,1,0
Darrius Flowers,2023-07-29,28,175.26,180.34,70.3,Orthodox,Welterweight,240.0,Jake Matthews,17,1.9857,D,SUB,3,2024-07-13,2023,0,3,0.0,16.0,2.1124,0.0,0.0,2.0,0.0,,,,,,1.029,1,0,0
Dennis Buzukja,2023-08-05,25,175.26,177.8,65.8,Switch,Featherweight,,Sean Woodson,6,0.4602,D,U-DEC,4,2024-08-24,2023,0,3,1.0,4.6667,0.3693,0.0,2.0,0.0,0.0,4.21,0.43,0.63,0.27,0.2,1.014,1,0,0
Asu Almabayev,2023-08-05,29,162.56,165.1,56.7,Orthodox,Flyweight,,Ode Osbourne,8,0.457,V,SUB,7,2025-11-22,2023,1,3,3.0,6.0,0.3994,0.0,0.0,1.0,0.0,2.11,0.56,5.08,0.5,1.7,1.016,1,0,0
Isaac Dulgarian,2023-08-12,27,170.18,180.34,65.8,Orthodox,Featherweight,110.0,Francis Marshall,3,0.2507,V,KO/TKO,4,2025-11-01,2023,1,3,2.0,3.0,0.532,0.0,1.0,1.0,0.0,2.99,0.63,4.57,0.5,1.8,1.06,1,0,0
Jose Johnson,2023-08-12,28,182.88,180.34,56.7,Orthodox,Bantamweight,195.0,Da'Mon Blackshear,3,,D,SUB,4,2025-01-11,2023,0,3,1.0,2.6667,0.3173,0.0,0.0,2.0,0.0,2.27,0.57,0.69,0.6,0.7,0.986,1,0,0
Billy Ray Goff,2023-08-26,25,177.8,182.88,77.1,Switch,Welterweight,124.0,Yusaku Kinoshita,2,,V,KO/TKO,3,2025-05-31,2023,0,3,1.0,3.3333,0.4972,0.0,1.0,1.0,0.0,,,,,,1.029,1,0,0
Bogdan Guskov,2023-09-02,30,190.5,193.04,93.0,Orthodox,Light Heavyweight,145.0,Volkan Oezdemir,12,2.7513,D,SUB,6,2025-12-06,2023,1,3,2.0,9.3333,1.4486,0.0,2.0,1.0,1.0,4.57,0.55,0.0,0.0,0.7,1.013,1,0,0
Yanis Ghemmouri,2023-09-02,28,175.26,175.26,61.2,Orthodox,Featherweight,164.0,William Gomis,2,0.3613,D,KO/TKO,2,2024-06-29,2023,1,2,,,,,,,,,,,,,1.0,0,0,0
Morgan Charriere,2023-09-02,27,172.72,175.26,65.8,Orthodox,Featherweight,-375.0,Manolo Zecchini,0,,V,KO/TKO,6,2025-12-13,2023,1,3,2.0,1.3333,0.585,1.0,2.0,0.0,0.0,4.02,0.5,2.06,0.46,0.3,1.015,1,0,0
Manolo Zecchini,2023-09-02,26,172.72,172.72,65.8,Orthodox,Featherweight,295.0,Morgan Charriere,0,,D,KO/TKO,1,2023-09-02,2023,1,1,,,,,,,,,,,,,1.0,0,0,0
Caolan Loughran,2023-09-02,27,167.64,172.72,61.2,Orthodox,Bantamweight,145.0,Taylor Lapilus,4,0.5728,D,U-DEC,4,2025-03-22,2023,1,3,1.0,3.6667,0.4686,0.0,0.0,0.0,0.0,4.73,0.42,3.0,0.34,0.0,1.03,1,0,0
Zarah Fairn,2023-09-02,39,172.72,182.88,61.2,Orthodox,Catch Weight,300.0,Jacqueline Cavalcanti,0,,D,U-DEC,1,2023-09-02,2023,0,1,,,,,,,,,,,,,1.059,0,0,0
Jacqueline Cavalcanti,2023-09-02,26,172.72,177.8,61.2,Orthodox,Catch Weight,-380.0,Zarah Fairn,3,,V,U-DEC,1,2023-09-02,2023,1,1,,,,,,,,,,,,,1.029,0,0,0
Felipe dos Santos,2023-09-09,22,170.18,177.8,56.7,Orthodox,Flyweight,340.0,Manel Kape,5,0.6769,D,U-DEC,4,2025-03-22,2023,1,3,1.0,4.3333,0.4986,0.0,0.0,0.0,0.0,3.75,0.39,0.0,0.0,0.5,1.045,1,0,0
Austen Lane,2023-09-09,35,198.12,203.2,111.1,Orthodox,Heavyweight,164.0,Justin Tafa,6,0.3274,D,KO/TKO,6,2026-03-21,2023,0,3,1.0,3.0,0.3274,0.0,2.0,0.0,0.0,2.7,0.5,1.5,0.28,0.0,1.026,1,0,0
Landon Quinones,2023-09-09,27,175.26,177.8,70.3,Southpaw,Lightweight,350.0,Nasrat Haqparast,10,1.4952,D,U-DEC,2,2024-02-03,2023,1,2,,,,,,,,,,,,,1.014,0,0,0
Charles Radtke,2023-09-09,33,175.26,182.88,77.1,Orthodox,Welterweight,,Blood Diamond,2,0.1953,V,U-DEC,6,2025-11-01,2023,1,3,2.0,2.0,0.2488,0.0,2.0,0.0,0.0,3.38,0.53,0.59,0.12,0.0,1.043,1,0,0
Kevin Jousset,2023-09-09,30,187.96,190.5,77.1,Orthodox,Welterweight,,Kiefer Crosbie,0,,V,SUB,4,2025-02-08,2023,1,3,2.0,4.6667,0.7536,1.0,1.0,1.0,0.0,6.61,0.51,0.69,0.4,0.3,1.014,1,0,0
Kiefer Crosbie,2023-09-09,33,180.34,177.8,77.1,Switch,Welterweight,,Kevin Jousset,0,,D,SUB,3,2025-08-23,2023,1,3,0.0,1.3333,0.1956,1.0,1.0,2.0,0.0,,,,,,0.986,1,0,0
Charlie Campbell,2023-09-16,28,182.88,182.88,70.3,Orthodox,Lightweight,,Alex Reyes,1,0.1953,V,KO/TKO,3,2025-09-27,2023,0,3,2.0,3.3333,0.3206,0.0,1.0,1.0,0.0,,,,,,1.0,1,0,0
Brendon Marotte,2023-10-14,27,175.26,177.8,65.8,Orthodox,Lightweight,,Terrance McKinney,8,1.2691,D,KO/TKO,2,2024-09-07,2023,1,2,,,,,,,,,,,,,1.014,0,0,0
Mohammad Yahya,2023-10-21,29,175.26,185.42,70.3,Switch,Lightweight,170.0,Trevor Peek,3,,D,U-DEC,3,2025-07-26,2023,1,3,0.0,2.6667,0.2,0.0,2.0,0.0,0.0,,,,,,1.058,1,0,0
Shara Magomedov,2023-10-21,29,187.96,185.42,83.9,Orthodox,Middleweight,,Bruno Silva,7,0.6911,V,U-DEC,6,2025-07-26,2023,1,3,3.0,6.6667,0.9505,1.0,1.0,0.0,1.0,6.82,0.65,0.0,0.0,0.0,0.986,1,0,0
Kaynan Kruschewsky,2023-11-04,32,182.88,185.42,70.3,Orthodox,Catch Weight,195.0,Elves Brener,2,,D,KO/TKO,2,2024-07-20,2023,0,2,,,,,,,,,,,,,1.014,0,0,0
Kaue Fernandes,2023-11-04,28,175.26,185.42,70.3,Orthodox,Lightweight,,Marc Diakiese,14,0.9908,D,S-DEC,4,2025-09-06,2023,1,3,2.0,6.3333,0.9982,0.0,1.0,0.0,1.0,4.28,0.55,1.18,1.0,0.0,1.058,1,0,0
Kevin Borjas,2023-11-11,25,165.1,172.72,56.7,Orthodox,Flyweight,,Joshua Van,1,,D,U-DEC,5,2026-02-28,2023,0,3,1.0,2.6667,0.3794,0.0,1.0,0.0,0.0,3.96,0.44,0.0,0.0,0.0,1.046,1,0,0
Payton Talbott,2023-11-18,25,177.8,177.8,61.2,Switch,Bantamweight,-900.0,Nick Aguirre,1,,V,SUB,6,2025-12-06,2023,0,3,3.0,2.3333,0.3941,0.0,2.0,1.0,0.0,6.62,0.56,0.78,0.44,0.2,1.0,1,0,0
Myktybek Orolbai,2023-11-18,25,177.8,187.96,70.3,Orthodox,Welterweight,-110.0,Uros Medic,5,0.4012,V,SUB,6,2026-03-14,2023,1,3,2.0,4.3333,0.9466,0.0,0.0,1.0,1.0,2.78,0.5,8.77,0.59,0.5,1.057,1,0,0
Caio Machado,2023-11-18,29,193.04,198.12,113.4,Southpaw,Heavyweight,290.0,Mick Parkin,2,,D,U-DEC,3,2024-11-02,2023,0,3,0.0,5.0,0.4993,0.0,0.0,0.0,0.0,,,,,,1.026,1,0,0
Rafael Estevam,2023-11-18,27,172.72,175.26,56.7,Orthodox,Flyweight,-150.0,Charles Johnson,5,0.2486,V,U-DEC,3,2025-08-02,2023,0,3,3.0,4.0,0.3157,0.0,0.0,0.0,0.0,,,,,,1.015,1,0,0
Zachary Reese,2023-12-02,29,193.04,195.58,83.9,Switch,Middleweight,,Cody Brundage,8,0.3729,D,KO/TKO,3,2024-08-24,2023,0,3,2.0,5.3333,0.4026,0.0,2.0,0.0,0.0,,,,,,1.013,1,0,0
Rodolfo Bellato,2023-12-02,27,190.5,195.58,93.0,Orthodox,Light Heavyweight,,Ihor Potieria,4,0.1953,V,KO/TKO,5,2026-03-07,2023,0,3,1.0,11.0,2.0162,0.0,1.0,0.0,0.0,5.37,0.6,1.38,0.35,0.2,1.027,1,0,0
Shamil Gaziev,2023-12-16,33,193.04,198.12,120.2,Orthodox,Heavyweight,,Martin Buday,5,0.5353,V,KO/TKO,5,2025-11-22,2023,0,3,2.0,9.3333,1.0851,0.0,2.0,0.0,0.0,2.62,0.47,0.93,0.3,0.3,1.026,1,0,0
Jean Silva,2024-01-13,27,170.18,175.26,65.8,Orthodox,Featherweight,-950.0,Westin Wilson,1,0.1956,V,KO/TKO,7,2026-01-24,2024,0,3,3.0,12.3333,1.4405,0.0,3.0,0.0,2.0,4.82,0.51,1.2,0.6,0.6,1.03,1,0,0
Tom Nolan,2024-01-13,23,190.5,185.42,70.3,Southpaw,Lightweight,-360.0,Nikolas Motta,4,0.2788,D,KO/TKO,5,2025-09-27,2024,0,3,2.0,2.6667,0.2233,0.0,2.0,0.0,0.0,5.87,0.45,0.74,0.22,1.9,0.973,1,0,0
Felipe Bunes,2024-01-13,34,170.18,175.26,56.7,Orthodox,Flyweight,220.0,Joshua Van,2,0.4046,D,KO/TKO,4,2026-02-28,2024,1,3,1.0,3.3333,0.4111,0.0,1.0,1.0,0.0,3.17,0.46,1.08,0.25,1.4,1.03,1,0,0
Serhiy Sidey,2024-01-20,27,180.34,182.88,61.2,Switch,Bantamweight,-198.0,Ramon Taveras,2,,D,S-DEC,3,2025-05-03,2024,0,3,2.0,2.6667,0.2967,0.0,0.0,0.0,0.0,,,,,,1.014,1,0,0
Ramon Taveras,2024-01-20,30,172.72,177.8,61.2,Southpaw,Bantamweight,164.0,Serhiy Sidey,1,,V,S-DEC,3,2025-09-27,2024,0,3,1.0,6.3333,2.1114,0.0,0.0,0.0,0.0,,,,,,1.029,1,0,0
MarQuel Mederos,2024-02-03,27,177.8,175.26,70.3,Orthodox,Lightweight,,Landon Quinones,1,0.1956,V,U-DEC,3,2025-06-07,2024,0,3,3.0,3.6667,0.4172,1.0,0.0,0.0,0.0,,,,,,0.986,1,0,0
Thomas Petersen,2024-02-03,28,185.42,187.96,119.8,Southpaw,Heavyweight,,Jamal Pogues,4,0.2578,D,U-DEC,5,2025-10-11,2024,0,3,1.0,4.0,0.5944,0.0,1.0,0.0,0.0,3.38,0.58,3.71,0.5,0.5,1.014,1,0,0
